Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free
2023-2025,NYC DOE,P.S. 14 - STATEN ISLAND,Richmond,Public School,R014,https://www.schools.nyc.gov/schools/R078,110.0,110.0,0.0,0.0,Yes,110,0,Yes,Yes,Complete,35 Hill Street,Staten Island,NY,10304,01/12/2024,"(40.622415, -74.079228)","(40.622415, -74.079228)",PS 14 STATEN ISLAND,,162.0,442.0,0.3665158371040724
2023-2025,NYC DOE,P.S. 140 - BRONX,Bronx,Public School,X140,https://www.schools.nyc.gov/schools/X140,104.0,0.0,104.0,0.0,Yes,104,0,Yes,,,916 EAGLE AVENUE,BRONX,NY,10456,06/28/2024,"(40.823318, -73.907489)","(40.823318, -73.907489)",PS 140 BRONX,,343.0,364.0,0.9423076923076924
2023-2025,NYC DOE,P.S. 140 - MANHATTAN,Manhattan,Public School,M140,https://www.schools.nyc.gov/schools/M140,66.0,0.0,66.0,0.0,Yes,66,0,Yes,Yes,Complete,123 RIDGE STREET,MANHATTAN,NY,10002,07/25/2025,"(40.719148, -73.983769)","(40.719148, -73.983769)",PS 140 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 140 - QUEENS,Queens,Public School,Q140,https://www.schools.nyc.gov/schools/Q140,41.0,41.0,0.0,0.0,Yes,41,0,Yes,Yes,Complete,166-01 116 AVENUE,Queens,NY,11434,04/19/2024,"(40.687486, -73.781255)","(40.687486, -73.781255)",PS 140 QUEENS,,279.0,316.0,0.8829113924050633
2023-2025,NYC DOE,P.S. 140 MINISCHOOL - BRONX,Bronx,Public School,X840,https://www.schools.nyc.gov/schools/X186,4.0,0.0,0.0,4.0,Yes,1,3,Yes,Yes,Ongoing,916 Eagle Avenue,Bronx,NY,10456,05/02/2025,"(40.823318, -73.907489)","(40.823318, -73.907489)",PS 140 MINISCHOOL BRONX,,343.0,364.0,0.9423076923076924
2023-2025,NYC DOE,P.S. 142 - MANHATTAN,Manhattan,Public School,M142,https://www.schools.nyc.gov/schools/M142,97.0,0.0,97.0,0.0,Yes,97,0,Yes,Yes,Complete,100 ATTORNEY STREET,MANHATTAN,NY,10002,08/09/2024,"(40.718121, -73.984116)","(40.718121, -73.984116)",PS 142 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 143 - QUEENS,Queens,Public School,Q143,https://www.schools.nyc.gov/schools/Q143,212.0,212.0,0.0,0.0,Yes,212,0,Yes,Yes,Complete,34-74 113 Street,Queens,NY,11368,03/08/2024,"(40.755393, -73.855715)","(40.755393, -73.855715)",PS 143 QUEENS,,1353.0,1458.0,0.9279835390946504
2023-2025,NYC DOE,P.S. 144 - QUEENS,Queens,Public School,Q144,https://www.schools.nyc.gov/schools/Q144,89.0,89.0,0.0,0.0,Yes,89,0,Yes,Yes,Complete,69-20 JUNO STREET,Queens,NY,11375,09/08/2023,"(40.71489, -73.852398)","(40.71489, -73.852398)",PS 144 QUEENS,,184.0,805.0,0.2285714285714285
2023-2025,NYC DOE,P.S. 145 - BROOKLYN,Kings,Public School,K145,https://www.schools.nyc.gov/schools/K145,54.0,0.0,54.0,0.0,Yes,54,0,Yes,Yes,Complete,100 NOLL STREET,BROOKLYN,NY,11206,08/09/2024,"(40.701107, -73.932388)","(40.701107, -73.932388)",PS 145 BROOKLYN,,396.0,444.0,0.8918918918918919
2023-2025,NYC DOE,P.S. 145 - MANHATTAN,Manhattan,Public School,M145,https://www.schools.nyc.gov/schools/M145,109.0,109.0,0.0,0.0,Yes,109,0,Yes,Yes,Complete,150 West 105 Street,Manhattan,NY,10025,11/03/2023,"(40.799098, -73.965611)","(40.799098, -73.965611)",PS 145 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 146 - BRONX,Bronx,Public School,X146,https://www.schools.nyc.gov/schools/X186,105.0,0.0,0.0,105.0,Yes,95,10,Yes,Yes,Ongoing,968 CAULDWELL AVENUE,Bronx,NY,10456,03/21/2025,"(40.824717, -73.905734)","(40.824717, -73.905734)",PS 146 BRONX,,291.0,310.0,0.9387096774193548
2023-2025,NYC DOE,P.S. 146 - MANHATTAN,Manhattan,Public School,M146,https://www.schools.nyc.gov/schools/M169,130.0,0.0,130.0,0.0,Yes,130,0,Yes,Yes,Complete,421 EAST 106 STREET,MANHATTAN,NY,10029,08/09/2024,"(40.789535, -73.938727)","(40.789535, -73.938727)",PS 146 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 146 - QUEENS,Queens,Public School,Q146,https://www.schools.nyc.gov/schools/Q146,51.0,0.0,51.0,0.0,Yes,51,0,Yes,Yes,Complete,98-01 159 AVENUE,QUEENS,NY,11414,08/09/2024,"(40.660531, -73.834896)","(40.660531, -73.834896)",PS 146 QUEENS,,317.0,515.0,0.6155339805825243
2023-2025,NYC DOE,P.S. 147 - BROOKLYN,Kings,Public School,K147,https://www.schools.nyc.gov/schools/K147,79.0,79.0,0.0,0.0,Yes,79,0,Yes,Yes,Complete,325 BUSHWICK AVENUE,Brooklyn,NY,11206,03/22/2024,"(40.705005, -73.93879)","(40.705005, -73.93879)",PS 147 BROOKLYN,,158.0,185.0,0.8540540540540541
2023-2025,NYC DOE,P.S. 147 - QUEENS,Queens,Public School,Q147,https://www.schools.nyc.gov/schools/Q811,58.0,0.0,58.0,0.0,Yes,50,8,Yes,Yes,Ongoing,218-01 116 AVENUE,QUEENS,NY,11411,04/05/2024,"(40.698028, -73.74014)","(40.698028, -73.74014)",PS 147 QUEENS,,301.0,413.0,0.7288135593220338
2023-2025,NYC DOE,P.S. 147 MINISCHOOL - QUEENS,Queens,Public School,Q851,https://www.schools.nyc.gov/schools/Q811,8.0,0.0,0.0,8.0,Yes,7,1,Yes,Yes,Ongoing,218-01 116 AVENUE,Queens,NY,11411,04/18/2025,"(40.698028, -73.74014)","(40.698028, -73.74014)",PS 147 MINISCHOOL QUEENS,,301.0,413.0,0.7288135593220338
2023-2025,NYC DOE,P.S. 148 - QUEENS,Queens,Public School,Q148,https://www.schools.nyc.gov/schools/Q148,94.0,94.0,0.0,0.0,Yes,94,0,Yes,Yes,Complete,89-02 32 AVENUE,Queens,NY,11369,08/17/2023,"(40.757629, -73.878638)","(40.757629, -73.878638)",PS 148 QUEENS,,572.0,653.0,0.8759571209800919
2023-2025,NYC DOE,P.S. 149 - BROOKLYN,Kings,Public School,K149,https://www.schools.nyc.gov/schools/K149,72.0,72.0,0.0,0.0,Yes,72,0,Yes,,,700 SUTTER AVENUE,Brooklyn,NY,11207,08/17/2023,"(40.669361, -73.89276)","(40.669361, -73.89276)",PS 149 BROOKLYN,,487.0,517.0,0.941972920696325
2023-2025,NYC DOE,P.S. 149 - QUEENS,Queens,Public School,Q149,https://www.schools.nyc.gov/schools/Q149,99.0,99.0,0.0,0.0,Yes,99,0,Yes,Yes,Complete,93-11 34 AVENUE,Queens,NY,11372,04/05/2024,"(40.755759, -73.874505)","(40.755759, -73.874505)",PS 149 QUEENS,,629.0,707.0,0.8896746817538896
2023-2025,NYC DOE,P.S. 149 (TANDEM M207) - MANHATTAN,Manhattan,Public School,M149,https://www.schools.nyc.gov/schools/M149,76.0,0.0,76.0,0.0,Yes,76,0,Yes,Yes,Complete,34 WEST 118 STREET,MANHATTAN,NY,10026,04/04/2025,"(40.802649, -73.948088)","(40.802649, -73.948088)",PS 149 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 149 ANNEX - BROOKLYN,Kings,Public School,K848,https://www.schools.nyc.gov/schools/K149,21.0,21.0,0.0,0.0,Yes,21,0,Yes,Yes,Complete,373 PENNSYLVANIA AVE,Brooklyn,NY,11207,06/28/2024,"(40.6684, -73.895)","(40.6684, -73.895)",PS 149 ANNEX BROOKLYN,,487.0,517.0,0.941972920696325
2023-2025,NYC DOE,P.S. 15 - BRONX,Bronx,Public School,X015,https://www.schools.nyc.gov/schools/X015,196.0,196.0,0.0,0.0,Yes,196,0,Yes,Yes,Complete,2195 ANDREWS AVENUE,Bronx,NY,10453,09/06/2024,"(40.859243, -73.909763)","(40.859243, -73.909763)",PS 15 BRONX,,337.0,393.0,0.8575063613231552
2023-2025,NYC DOE,P.S. 15 - BROOKLYN,Kings,Public School,K015,https://www.schools.nyc.gov/schools/K015,113.0,113.0,0.0,0.0,Yes,113,0,Yes,Yes,Complete,71 SULLIVAN STREET,Brooklyn,NY,11231,01/26/2024,"(40.677085, -74.011864)","(40.677085, -74.011864)",PS 15 BROOKLYN,,335.0,413.0,0.8111380145278451
2023-2025,NYC DOE,P.S. 15 - MANHATTAN,Manhattan,Public School,M015,https://www.schools.nyc.gov/schools/M015,50.0,50.0,0.0,0.0,Yes,50,0,Yes,,,333 EAST  4 STREET,Manhattan,NY,10009,11/03/2023,"(40.722075, -73.978747)","(40.722075, -73.978747)",PS 15 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 15 - QUEENS,Queens,Public School,Q015,https://www.schools.nyc.gov/schools/Q015,56.0,0.0,0.0,56.0,Yes,52,4,Yes,Yes,Ongoing,121-15 LUCAS STREET,Queens,NY,11413,03/10/2025,"(40.68605, -73.756546)","(40.68605, -73.756546)",PS 15 QUEENS,,235.0,308.0,0.762987012987013
2023-2025,NYC DOE,P.S. 150 - BRONX,Bronx,Public School,X150,https://www.schools.nyc.gov/schools/X150,103.0,0.0,0.0,103.0,Yes,102,1,Yes,Yes,Ongoing,920 EAST 167 STREET,Bronx,NY,10459,02/21/2025,"(40.82471, -73.894349)","(40.82471, -73.894349)",PS 150 BRONX,,487.0,501.0,0.9720558882235528
2023-2025,NYC DOE,P.S. 150 - BROOKLYN,Kings,Public School,K150,https://www.schools.nyc.gov/schools/K150,46.0,0.0,46.0,0.0,Yes,46,0,Yes,Yes,Complete,364 SACKMAN STREET,BROOKLYN,NY,11212,12/13/2024,"(40.668768, -73.90514)","(40.668768, -73.90514)",PS 150 BROOKLYN,,100.0,103.0,0.970873786407767
2023-2025,NYC DOE,P.S. 150 - QUEENS,Queens,Public School,Q150,https://www.schools.nyc.gov/schools/Q150,76.0,76.0,0.0,0.0,Yes,76,0,Yes,Yes,Complete,40-01 43 AVENUE,Queens,NY,11104,10/10/2023,"(40.745887, -73.923375)","(40.745887, -73.923375)",PS 150 QUEENS,,428.0,699.0,0.6123032904148784
2023-2025,NYC DOE,P.S. 150 ANNEX - QUEENS,Queens,Public School,Q797,https://www.schools.nyc.gov/schools/Q150,28.0,28.0,0.0,0.0,Yes,28,0,Yes,,,41-12 44th Street,Queens,NY,11104,08/17/2023,"(40.746352, -73.920429)","(40.746352, -73.920429)",PS 150 ANNEX QUEENS,,428.0,699.0,0.6123032904148784
2023-2025,NYC DOE,P.S. 151 - BROOKLYN,Kings,Public School,K151,https://www.schools.nyc.gov/schools/K151,53.0,0.0,53.0,0.0,Yes,51,2,Yes,Yes,Ongoing,763 KNICKERBOCKER AVENUE,BROOKLYN,NY,11207,04/05/2024,"(40.693432, -73.908242)","(40.693432, -73.908242)",PS 151 BROOKLYN,,247.0,285.0,0.8666666666666667
2023-2025,NYC DOE,P.S. 151 - QUEENS,Queens,Public School,Q151,https://www.schools.nyc.gov/schools/Q151,39.0,0.0,39.0,0.0,Yes,39,0,Yes,,,50-05 31 AVENUE,QUEENS,NY,11377,03/22/2024,"(40.758027, -73.908146)","(40.758027, -73.908146)",PS 151 QUEENS,,316.0,349.0,0.9054441260744984
2023-2025,NYC DOE,P.S. 152 - BRONX,Bronx,Public School,X152,https://www.schools.nyc.gov/schools/X152,100.0,0.0,100.0,0.0,Yes,100,0,Yes,Yes,Complete,1007 EVERGREEN AVENUE,BRONX,NY,10472,07/11/2025,"(40.823941, -73.880479)","(40.823941, -73.880479)",PS 152 BRONX,,644.0,671.0,0.9597615499254843
2023-2025,NYC DOE,P.S. 152 - BROOKLYN,Kings,Public School,K152,https://www.schools.nyc.gov/schools/K152,107.0,107.0,0.0,0.0,Yes,107,0,Yes,Yes,Complete,725 EAST  23 STREET,Brooklyn,NY,11210,02/09/2024,"(40.632619, -73.954269)","(40.632619, -73.954269)",PS 152 BROOKLYN,,238.0,643.0,0.3701399688958009
2023-2025,NYC DOE,P.S. 152 - MANHATTAN,Manhattan,Public School,M152,https://www.schools.nyc.gov/schools/M152,82.0,82.0,0.0,0.0,Yes,82,0,Yes,Yes,Complete,93 NAGLE AVENUE,Manhattan,NY,10040,03/08/2024,"(40.859804, -73.927578)","(40.859804, -73.927578)",PS 152 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 152 - QUEENS,Queens,Public School,Q152,https://www.schools.nyc.gov/schools/Q152,85.0,0.0,85.0,0.0,Yes,76,9,Yes,Yes,Ongoing,33-52 62 STREET,QUEENS,NY,11377,03/22/2024,"(40.753094, -73.900584)","(40.753094, -73.900584)",PS 152 QUEENS,,573.0,658.0,0.8708206686930091
2023-2025,NYC DOE,P.S. 152 ANNEX- BROOKLYN,Kings,Public School,K776,https://www.schools.nyc.gov/schools/M501,9.0,0.0,0.0,9.0,Yes,9,0,Yes,Yes,Complete,1087 OCEAN AVENUE,Brooklyn,NY,11230,07/25/2025,"(40.636106, -73.957794)","(40.636106, -73.957794)",PS 152 ANNEX BROOKLYN,,238.0,643.0,0.3701399688958009
2023-2025,NYC DOE,P.S. 153 - BRONX,Bronx,Public School,X153,https://www.schools.nyc.gov/schools/X153,102.0,0.0,102.0,0.0,Yes,102,0,Yes,,,650 BAYCHESTER AVENUE,BRONX,NY,10475,07/26/2024,"(40.874035, -73.831669)","(40.874035, -73.831669)",PS 153 BRONX,,343.0,463.0,0.7408207343412527
2023-2025,NYC DOE,P.S. 153 - BROOKLYN,Kings,Public School,K153,https://www.schools.nyc.gov/schools/K153,54.0,54.0,0.0,0.0,Yes,54,0,Yes,Yes,Complete,1970 HOMECREST AVENUE,Brooklyn,NY,11229,12/15/2023,"(40.601179, -73.960027)","(40.601179, -73.960027)",PS 153 BROOKLYN,,481.0,535.0,0.8990654205607477
2023-2025,NYC DOE,P.S. 153 - MANHATTAN,Manhattan,Public School,M153,https://www.schools.nyc.gov/schools/M368,133.0,0.0,133.0,0.0,Yes,114,19,Yes,Yes,Ongoing,1750 AMSTERDAM AVENUE,MANHATTAN,NY,10031,07/12/2024,"(40.826514, -73.947599)","(40.826514, -73.947599)",PS 153 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 153 - QUEENS,Queens,Public School,Q153,https://www.schools.nyc.gov/schools/Q153,176.0,0.0,176.0,0.0,Yes,170,6,Yes,Yes,Ongoing,60-02 60 LANE,QUEENS,NY,11378,06/28/2024,"(40.716296, -73.904463)","(40.716296, -73.904463)",PS 153 QUEENS,,555.0,822.0,0.6751824817518248
2023-2025,NYC DOE,P.S. 154 - BRONX,Bronx,Public School,X154,https://www.schools.nyc.gov/schools/X154,92.0,92.0,0.0,0.0,Yes,92,0,Yes,Yes,Complete,333 EAST 135 STREET,Bronx,NY,10454,12/01/2023,"(40.808194, -73.925459)","(40.808194, -73.925459)",PS 154 BRONX,,205.0,210.0,0.9761904761904762
2023-2025,NYC DOE,P.S. 154 - BROOKLYN,Kings,Public School,K154,https://www.schools.nyc.gov/schools/K154,52.0,52.0,0.0,0.0,Yes,52,0,Yes,Yes,Complete,1625 11 AVENUE,Brooklyn,NY,11215,01/26/2024,"(40.657002, -73.975967)","(40.657002, -73.975967)",PS 154 BROOKLYN,,238.0,643.0,0.3701399688958009
2023-2025,NYC DOE,P.S. 154 - MANHATTAN,Manhattan,Public School,M154,https://www.schools.nyc.gov/schools/M154,97.0,0.0,97.0,0.0,Yes,97,0,Yes,Yes,Complete,250 WEST 127 STREET,MANHATTAN,NY,10027,06/28/2024,"(40.810499, -73.948902)","(40.810499, -73.948902)",PS 154 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 154 - QUEENS,Queens,Public School,Q154,https://www.schools.nyc.gov/schools/Q154,114.0,114.0,0.0,0.0,Yes,114,0,Yes,Yes,Complete,75-02 162 Street,Queens,NY,11366,05/31/2024,"(40.726473, -73.80775)","(40.726473, -73.80775)",PS 154 QUEENS,,450.0,575.0,0.782608695652174
2023-2025,NYC DOE,P.S. 155 - BROOKLYN,Kings,Public School,K155,https://www.schools.nyc.gov/schools/K155,54.0,0.0,54.0,0.0,Yes,54,0,Yes,Yes,Complete,1355 HERKIMER STREET,BROOKLYN,NY,11233,07/12/2024,"(40.677634, -73.908682)","(40.677634, -73.908682)",PS 155 BROOKLYN,,356.0,369.0,0.964769647696477
2023-2025,NYC DOE,P.S. 155 - MANHATTAN,Manhattan,Public School,M155,https://www.schools.nyc.gov/schools/M155,85.0,85.0,0.0,0.0,Yes,85,0,Yes,Yes,Complete,319 EAST 117 STREET,Manhattan,NY,10035,06/28/2024,"(40.797507, -73.935895)","(40.797507, -73.935895)",PS 155 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 155 - QUEENS,Queens,Public School,Q155,https://www.schools.nyc.gov/schools/Q155,48.0,0.0,48.0,0.0,Yes,48,0,Yes,,,130-02 115 AVENUE,QUEENS,NY,11420,06/28/2024,"(40.679105, -73.810067)","(40.679105, -73.810067)",PS 155 QUEENS,,422.0,511.0,0.8258317025440313
2023-2025,NYC DOE,P.S. 156 - BRONX,Bronx,Public School,X156,https://www.schools.nyc.gov/schools/X017,129.0,0.0,129.0,0.0,Yes,128,1,Yes,Yes,Ongoing,750 CONCOURSE VILLAGE WEST,BRONX,NY,10451,05/31/2024,"(40.823014, -73.922527)","(40.823014, -73.922527)",PS 156 BRONX,,432.0,441.0,0.979591836734694
2023-2025,NYC DOE,P.S. 156 - BROOKLYN,Kings,Public School,K356,https://www.schools.nyc.gov/schools/K392,128.0,0.0,128.0,0.0,Yes,124,4,Yes,Yes,Ongoing,104 SUTTER AVENUE,BROOKLYN,NY,11212,09/20/2024,"(40.665553, -73.91788)","(40.665553, -73.91788)",PS 156 BROOKLYN,,429.0,456.0,0.9407894736842104
2023-2025,NYC DOE,P.S. 156 - QUEENS,Queens,Public School,Q156,https://www.schools.nyc.gov/schools/Q156,62.0,0.0,62.0,0.0,Yes,62,0,Yes,Yes,Complete,229-02 137 AVENUE,QUEENS,NY,11413,08/09/2024,"(40.672259, -73.743327)","(40.672259, -73.743327)",PS 156 QUEENS,,135.0,166.0,0.8132530120481928
2023-2025,NYC DOE,P.S. 157 - BRONX,Bronx,Public School,X157,https://www.schools.nyc.gov/schools/X157,106.0,0.0,0.0,106.0,Yes,73,33,Yes,Yes,Ongoing,757 CAULDWELL AVENUE,Bronx,NY,10456,02/21/2025,"(40.819419, -73.908965)","(40.819419, -73.908965)",PS 157 BRONX,,395.0,409.0,0.9657701711491442
2023-2025,NYC DOE,P.S. 157 - BROOKLYN,Kings,Public School,K157,https://www.schools.nyc.gov/schools/K157,80.0,0.0,80.0,0.0,Yes,76,4,Yes,Yes,Ongoing,850 KENT AVENUE,BROOKLYN,NY,11205,03/22/2024,"(40.695397, -73.959999)","(40.695397, -73.959999)",PS 157 BROOKLYN,,204.0,244.0,0.8360655737704918
2023-2025,NYC DOE,P.S. 158 - BROOKLYN,Kings,Public School,K158,https://www.schools.nyc.gov/schools/K158,60.0,0.0,0.0,60.0,Yes,59,1,Yes,Yes,Ongoing,400 ASHFORD STREET,Brooklyn,NY,11207,04/04/2025,"(40.67259, -73.885214)","(40.67259, -73.885214)",PS 158 BROOKLYN,,347.0,364.0,0.9532967032967034
2023-2025,NYC DOE,P.S. 158 - MANHATTAN,Manhattan,Public School,M158,https://www.schools.nyc.gov/schools/M158,75.0,75.0,0.0,0.0,Yes,75,0,Yes,Yes,Complete,1458 YORK AVENUE,Manhattan,NY,10075,10/20/2023,"(40.770215, -73.950745)","(40.770215, -73.950745)",PS 158 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 159 - BRONX,Bronx,Public School,X159,https://www.schools.nyc.gov/schools/X159,16.0,0.0,0.0,16.0,Yes,16,0,Yes,Yes,,2315 WASHINGTON AVENUE,Bronx,NY,10458,04/04/2025,"(40.85568, -73.893136)","(40.85568, -73.893136)",PS 159 BRONX,,135.0,139.0,0.9712230215827338
2023-2025,NYC DOE,P.S. 159 - BROOKLYN,Kings,Public School,K159,https://www.schools.nyc.gov/schools/K159,53.0,53.0,0.0,0.0,Yes,53,0,Yes,Yes,Complete,2781 PITKIN AVENUE,Brooklyn,NY,11208,06/28/2024,"(40.676111, -73.869705)","(40.676111, -73.869705)",PS 159 BROOKLYN,,580.0,611.0,0.9492635024549918
2023-2025,NYC DOE,P.S. 159 - QUEENS,Queens,Public School,Q159,https://www.schools.nyc.gov/schools/Q159,51.0,0.0,51.0,0.0,Yes,42,9,Yes,Yes,Ongoing,205-01 33 AVENUE,QUEENS,NY,11361,06/28/2024,"(40.770108, -73.783973)","(40.770108, -73.783973)",PS 159 QUEENS,,306.0,542.0,0.5645756457564576
2023-2025,NYC DOE,P.S. 159 MINISCHOOL - BROOKLYN,Kings,Public School,K851,https://www.schools.nyc.gov/schools/K159,10.0,10.0,0.0,0.0,Yes,10,0,Yes,,,2781 PITKIN AVENUE,Brooklyn,NY,11208,08/17/2023,"(40.676111, -73.869705)","(40.676111, -73.869705)",PS 159 MINISCHOOL BROOKLYN,,580.0,611.0,0.9492635024549918
2023-2025,NYC DOE,P.S. 16 - BRONX,Bronx,Public School,X016,https://www.schools.nyc.gov/schools/X016,48.0,48.0,0.0,0.0,Yes,48,0,Yes,Yes,Complete,4550 CARPENTER AVENUE,Bronx,NY,10470,02/09/2024,"(40.902311, -73.854231)","(40.902311, -73.854231)",PS 16 BRONX,,326.0,346.0,0.9421965317919077
2023-2025,NYC DOE,P.S. 16 - BROOKLYN,Kings,Public School,K016,https://www.schools.nyc.gov/schools/K016,121.0,0.0,121.0,0.0,Yes,102,19,Yes,Yes,Ongoing,157 WILSON STREET,BROOKLYN,NY,11211,06/28/2024,"(40.706069, -73.962049)","(40.706069, -73.962049)",PS 16 BROOKLYN,,152.0,160.0,0.95
2023-2025,NYC DOE,P.S. 16 - STATEN ISLAND,Richmond,Public School,R016,https://www.schools.nyc.gov/schools/R010,115.0,115.0,0.0,0.0,Yes,115,0,Yes,Yes,Complete,195 DANIEL LOW TERRACE,Staten Island,NY,10301,05/31/2024,"(40.639638, -74.079594)","(40.639638, -74.079594)",PS 16 STATEN ISLAND,,369.0,376.0,0.9813829787234044
2023-2025,NYC DOE,P.S. 16 (OLD Q721 SPED) - QUEENS,Queens,Public School,Q721,https://www.schools.nyc.gov/schools/Q016,226.0,0.0,226.0,0.0,Yes,207,19,Yes,Yes,Ongoing,41-15 104 STREET,QUEENS,NY,11368,03/22/2024,"(40.748996, -73.860547)","(40.748996, -73.860547)",PS 16 QUEENS,,389.0,546.0,0.7124542124542125
2023-2025,NYC DOE,P.S. 160 - BRONX,Bronx,Public School,X160,https://www.schools.nyc.gov/schools/X160,118.0,0.0,118.0,0.0,Yes,118,0,Yes,,,4140 HUTCHINSON RIVER PKWAY EA,BRONX,NY,10475,05/31/2024,"(40.864073, -73.823816)","(40.864073, -73.823816)",PS 160 BRONX,,234.0,299.0,0.782608695652174
2023-2025,NYC DOE,P.S. 160 - BROOKLYN,Kings,Public School,K160,https://www.schools.nyc.gov/schools/K160,26.0,26.0,0.0,0.0,Yes,26,0,Yes,Yes,Complete,5105 Fort Hamilton Parkway,Brooklyn,NY,11219,12/01/2023,"(40.636932, -73.999045)","(40.636932, -73.999045)",PS 160 BROOKLYN,,897.0,943.0,0.951219512195122
2023-2025,NYC DOE,P.S. 160 - QUEENS,Queens,Public School,Q160,https://www.schools.nyc.gov/schools/Q160,39.0,39.0,0.0,0.0,Yes,39,0,Yes,Yes,Complete,109-59 INWOOD STREET,Queens,NY,11435,03/22/2024,"(40.688373, -73.799685)","(40.688373, -73.799685)",PS 160 QUEENS,,522.0,595.0,0.8773109243697479
2023-2025,NYC DOE,P.S. 160 ANNEX - BROOKLYN,Kings,Public School,K521,https://www.schools.nyc.gov/schools/K160,95.0,95.0,0.0,0.0,Yes,95,0,Yes,Yes,Complete,1057 52ND STREET,Brooklyn,NY,11219,01/12/2024,"(40.636501, -73.999057)","(40.636501, -73.999057)",PS 160 ANNEX BROOKLYN,,897.0,943.0,0.951219512195122
2023-2025,NYC DOE,P.S. 161 - BRONX,Bronx,Public School,X161,https://www.schools.nyc.gov/schools/X161,116.0,116.0,0.0,0.0,Yes,116,0,Yes,Yes,Complete,628 TINTON AVENUE,Bronx,NY,10455,08/17/2023,"(40.814168, -73.905233)","(40.814168, -73.905233)",PS 161 BRONX,,308.0,321.0,0.9595015576323987
2023-2025,NYC DOE,P.S. 161 - BROOKLYN,Kings,Public School,K161,https://www.schools.nyc.gov/schools/K161,70.0,70.0,0.0,0.0,Yes,70,0,Yes,Yes,Complete,330 CROWN STREET,Brooklyn,NY,11225,08/17/2023,"(40.665757, -73.949243)","(40.665757, -73.949243)",PS 161 BROOKLYN,,297.0,311.0,0.954983922829582
2023-2025,NYC DOE,P.S. 161 - MANHATTAN,Manhattan,Public School,M161,https://www.schools.nyc.gov/schools/M161,86.0,0.0,86.0,0.0,Yes,86,0,Yes,Yes,Complete,499 WEST 133 STREET,MANHATTAN,NY,10027,10/18/2024,"(40.817719, -73.952476)","(40.817719, -73.952476)",PS 161 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 161 - QUEENS,Queens,Public School,Q161,https://www.schools.nyc.gov/schools/Q161,128.0,128.0,0.0,0.0,Yes,128,0,Yes,Yes,Complete,101-33 124 STREET,Queens,NY,11419,10/20/2023,"(40.690439, -73.82108)","(40.690439, -73.82108)",PS 161 QUEENS,,473.0,566.0,0.8356890459363958
2023-2025,NYC DOE,P.S. 162 - QUEENS,Queens,Public School,Q162,https://www.schools.nyc.gov/schools/Q162,60.0,0.0,60.0,0.0,Yes,60,0,Yes,,,201-02 53 AVENUE,QUEENS,NY,11364,06/28/2024,"(40.748405, -73.776576)","(40.748405, -73.776576)",PS 162 QUEENS,,340.0,481.0,0.7068607068607069
2023-2025,NYC DOE,P.S. 163 - BRONX,Bronx,Public School,X163,https://www.schools.nyc.gov/schools/X163,48.0,48.0,0.0,0.0,Yes,48,0,Yes,Yes,Complete,2075 Webster Avenue,Bronx,NY,10457,02/22/2024,"(40.8517, -73.899005)","(40.8517, -73.899005)",PS 163 BRONX,,261.0,265.0,0.9849056603773584
2023-2025,NYC DOE,P.S. 163 - BROOKLYN,Kings,Public School,K163,https://www.schools.nyc.gov/schools/K748,38.0,38.0,0.0,0.0,Yes,38,0,Yes,Yes,Complete,1664 BENSON AVENUE,Brooklyn,NY,11214,12/01/2023,"(40.606739, -74.007469)","(40.606739, -74.007469)",PS 163 BROOKLYN,,515.0,620.0,0.8306451612903226
2023-2025,NYC DOE,P.S. 163 - MANHATTAN,Manhattan,Public School,M163,https://www.schools.nyc.gov/schools/M163,78.0,78.0,0.0,0.0,Yes,78,0,Yes,Yes,Complete,163 West  97 Street,Manhattan,NY,10025,04/05/2024,"(40.795163, -73.96847)","(40.795163, -73.96847)",PS 163 MANHATTAN,,,,
2023-2025,NYC DOE,P.S. 163 - QUEENS,Queens,Public School,Q163,https://www.schools.nyc.gov/schools/Q163,133.0,0.0,133.0,0.0,Yes,130,3,Yes,Yes,Ongoing,159-01 59 AVENUE,QUEENS,NY,11365,07/12/2024,"(40.741107, -73.808765)","(40.741107, -73.808765)",PS 163 QUEENS,,635.0,754.0,0.8421750663129973
